english	german	russian
Denmark	Dänemark	Дания
Sex_Pistols	Sex_Pistols	Sex_Pistols
Landfill	Deponie	Свалка
Leipzig	Leipzig	Лейпциг
	Kunstguss	
June_19	19._Juni	19_июня
Synod_of_Worms	Hoftag_zu_Worms_(1076)	
Central_Commission_for_Navigation_on_the_Rhine	Zentralkommission_für_die_Rheinschifffahrt	
	Schiffsdieselmotor	
Weaving	Weben	Ткачество
	Heinrich_Rettig	
Metropolitan_Transportation_Authority	Metropolitan_Transportation_Authority	Metropolitan_Transportation_Authority
Forces_of_Nature_(1999_film)	Auf_die_stürmische_Art	Силы_природы_(фильм)
	Prominententransport	
Josef_Hermann_Tautenhayn	Josef_Tautenhayn	
Lockheed_T-33	Lockheed_T-33	Lockheed_T-33_Shooting_Star
April_11	11._April	11_апреля
	Liste_der_Artillerieverbände_der_Bundeswehr	
	Mozes	
Skopje	Skopje	Скопье
Mary_of_Egypt	Maria_von_Ägypten	Мария_Египетская
Ángel_Fournier	Ángel_Fournier	
Bragg's_law	Bragg-Gleichung	Условие_Вульфа_—_Брэгга
Talcahuano	Talcahuano	Талькауано
National_Football_League_Draft	NFL_Draft	Драфт_НФЛ
Marin_County,_California	Marin_County	Марин_(округ)
Pforzheim	Pforzheim	Пфорцхайм
Christopher_Lee	Christopher_Lee	Ли,_Кристофер
The_Guardian_(2006_film)	Jede_Sekunde_zählt_–_The_Guardian	Спасатель_(фильм,_2006)
HC_Tábor	HC_Tábor	
Wallers	Wallers	Валлер
2014_Winter_Olympics	Olympische_Winterspiele_2014	Зимние_Олимпийские_игры_2014
Friedrich_Schlegel	Friedrich_Schlegel	Шлегель,_Фридрих
Tithe_barn	Zehntscheune	
Landgraaf	Landgraaf	Ландграф_(Нидерланды)
Fairlee,_Vermont	Fairlee_(Vermont)	
Qiongzhong_Li_and_Miao_Autonomous_County	Qiongzhong	
National_Archives_of_Austria	Österreichisches_Staatsarchiv	
Erik_Nielsen_Whitehorse_International_Airport	Flughafen_Whitehorse	
Taiwan_(island)	Taiwan_(Insel)	Тайвань
Sydney	Sydney	Сидней
Hold_(compartment)	Laderaum	Трюм
Tumulus	Hügelgrab	Курган
Siepen	Siepen_(Geographie)	
	Thomas_George_Eyre_Powell	
Loschwitz_Cemetery	Loschwitzer_Friedhof	
Bourgogne-Franche-Comté	Bourgogne-Franche-Comté	Бургундия_—_Франш-Конте
University_of_Salzburg	Universität_Salzburg	Зальцбургский_университет
Joe_Dante	Joe_Dante	Данте,_Джо
Charles_Dickens	Charles_Dickens	Диккенс,_Чарльз
Doppler_effect	Doppler-Effekt	Эффект_Доплера
	Flugplatz_Eberswalde_Finow	Финов_(аэродром)
Augustus	Augustus	Октавиан_Август
Joan_Horrach	Joan_Horrach	Оррач,_Хоан
Wuzhishan_City	Wuzhishan	
1949_World_Ice_Hockey_Championships	Eishockey-Weltmeisterschaft_1949	Чемпионат_мира_по_хоккею_с_шайбой_1949
	Werbespot	
Lynnville_Township,_Ogle_County,_Illinois	Lynnville_Township	
	Kreisamt_Altenburg	
Algeria_national_football_team	Algerische_Fußballnationalmannschaft	Сборная_Алжира_по_футболу
Vézac,_Cantal	Vézac_(Cantal)	Везак_(Канталь)
Sudan	Sudan	Судан
Werecat	Werkatze	Элурантроп
	Hoffmann_und_Campe	
	Denkmalgeschützte_Objekte_im_Okres_Bytča	
	Schloss_Altenburg_(Thüringen)	Альтенбургский_замок
Isfahan	Isfahan	Исфахан
Haya_bint_Hussein	Haya_bint_al-Hussein	Хайя_бинт_аль-Хусейн
Nobitz	Nobitz	Нобиц
Democratic_Labour_Party_of_Lithuania	Lietuvos_demokratinė_darbo_partija	Демократическая_партия_труда_Литвы
Äußere_Neustadt	Äußere_Neustadt	
Race_stage	Etappenrennen	
Albin_Egger-Lienz	Albin_Egger-Lienz	
Abrahamic_religions	Abrahamitische_Religionen	Авраамические_религии
1st._Slovak_National_Hockey_League	1._Slovenská_národná_hokejová_liga	
Xuchang	Xuchang	Сюйчан
Science_project	Forschungsprojekt	
	Lücken_(Adelsgeschlecht)	
Java	Java_(Insel)	Ява
Asturias	Asturien	Астурия
	Lausitzer_Braunkohle_AG	
	Kupiertes_Gelände	
Coelacanth	Quastenflosser	Целакантообразные
	Propstei_Klingnau	
	Pädagoge	Педагог
	Renzendorf	
	Johann_von_Waldow_(†_1423)	
Polytechnic_Secondary_School	Polytechnische_Oberschule	
French_Football_Federation	Fédération_Française_de_Football	Федерация_футбола_Франции
Mieszewo	Mieszewo	
Slovenia	Slowenien	Словения
Buna_Werke_Schkopau	Buna-Werke	
Henan	Henan	Хэнань
August_20	20._August	20_августа
	Katie_Fforde:_Eine_Liebe_in_den_Highlands	
Kevelaer	Kevelaer	Кевелар
National_Council_(Switzerland)	Nationalrat_(Schweiz)	Национальный_совет_Швейцарии
Museumsquartier_(Vienna_U-Bahn)	U-Bahn-Station_Museumsquartier	
	Kunsterziehung	
July_12	12._Juli	12_июля
Järvenpää	Järvenpää	Ярвенпяа
Louis_Seigner	Louis_Seigner	Сенье,_Луи
European_Association_for_Japanese_Studies	European_Association_for_Japanese_Studies	
University_of_Liège	Universität_Lüttich	Льежский_университет
Chrząstowice,_Opole_Voivodeship	Chronstau	
June_23	23._Juni	23_июня
White_Rock_Township,_Ogle_County,_Illinois	White_Rock_Township_(Illinois)	
Bundesstraße_2	Bundesstraße_2	
Coach_(sport)	Trainer	Тренер
Canton_of_Grisons	Kanton_Graubünden	Граубюнден
	Landtag_der_Republik_Baden	
Organ_stop	Register_(Orgel)	Регистр_органа
1964–65_Eredivisie	Eredivisie_1964/65	Чемпионат_Нидерландов_по_футболу_1964/1965
Economics	Wirtschaftswissenschaft	Экономика_(наука)
	Stadt_auf_dem_Magdalensberg	
Paolo_Ciavatta	Paolo_Ciavatta	
Alexandria,_Virginia	Alexandria_(Virginia)	Алегзандрия_(Виргиния)
	Wilhelm_Bock	
	Oberlahnkreis	
In_aller_Freundschaft	In_aller_Freundschaft	
RC_Lens	RC_Lens	Ланс_(футбольный_клуб)
Ancien_Régime	Ancien_Régime	Старый_порядок
Brad_Delson	Brad_Delson	Делсон,_Брэд
The_Ren_&_Stimpy_Show	Ren_und_Stimpy	Шоу_Рена_и_Стимпи
Berlin-Copenhagen_Cycle_Route	Radweg_Berlin–Kopenhagen	
Anthrax_(American_band)	Anthrax_(Band)	Anthrax
War_of_the_Succession_of_Landshut	Landshuter_Erbfolgekrieg	Война_за_ландсхутское_наследство
2010_European_Rowing_Championships	Ruder-Europameisterschaften_2010	Чемпионат_Европы_по_академической_гребле_2010
Mexico_City	Mexiko-Stadt	Мехико
	Karl_Ernst_Nipkow	
The_Beatles	The_Beatles	The_Beatles
Energy_carrier	Energieträger	
	Schachmeister	
Pingdingshan	Pingdingshan	Пиндиншань
Lars_Danielsson	Lars_Danielsson	
Fates_Warning	Fates_Warning	Fates_Warning
Oyster	Austern	Устрица
	Große_Dhünntalsperre	
Pallava_dynasty	Pallava	Паллавы
Surface_mining	Tagebau	Открытые_горные_работы
	Ausdruckskrankheit	
Borussia_Dortmund	Borussia_Dortmund	Боруссия_(футбольный_клуб,_Дортмунд)
California_State_Senate	Senat_von_Kalifornien	
Anglesey	Anglesey	Англси
G10_Suifenhe–Manzhouli_Expressway	Autobahn_Suifenhe–Manzhouli	
YXY	YXY	
George_III_of_the_United_Kingdom	Georg_III._(Vereinigtes_Königreich)	Георг_III
October_14	14._Oktober	14_октября
	Friedrich_von_Grafeneck	
Jasper_van_'t_Hof	Jasper_van’t_Hof	
Inner_Mongolia	Innere_Mongolei	Внутренняя_Монголия
Gymnasium_(school)	Gymnasium	Гимназия
La,_la,_la	La,_la,_la	
FIS_Snowboarding_World_Championships_2013	Snowboard-Weltmeisterschaften_2013	Чемпионат_мира_по_сноуборду_2013
Margie_Goldstein-Engle	Margie_Goldstein-Engle	
Río_de_la_Plata	Río_de_la_Plata	Ла-Плата_(эстуарий)
List_of_the_burgraves_of_Meissen	Liste_der_Burggrafen_von_Meißen	
	Robert_Schauer	
Flint	Feuerstein	Кремень
Congressional_Black_Caucus	Congressional_Black_Caucus	
Bailiwick_of_Guernsey	Guernsey	Гернси
Puss_in_Boots_(2011_film)	Der_gestiefelte_Kater_(2011)	Кот_в_сапогах_(мультфильм,_2011)
Federal_Office_for_the_Protection_of_the_Constitution	Bundesamt_für_Verfassungsschutz	Федеральная_служба_защиты_конституции_Германии
	Liste_der_Braunkohleveredlungsanlagen_im_Meuselwitz-Altenburger_Braunkohlerevier	
Signal_frequency_spectrum	Frequenzspektrum	Спектр_сигнала
Turawskie_Lake	Turawa-Stausee	
United_States_Fed_Cup_team	Fed-Cup-Mannschaft_der_Vereinigten_Staaten	Сборная_США_по_теннису_в_Кубке_Федерации
Dongfang,_Hainan	Dongfang	Дунфан
	Neuer_Berliner_Kunstverein	
Ulanhot	Ulanhot	Улан-Хото
May_20	20._Mai	20_мая
Bremerhaven	Bremerhaven	Бремерхафен
1978	1978	1978_год
Solingen	Solingen	Золинген
Ghost	Gespenst	Привидение
	Aena	
Charles_de_Valois,_Duke_of_Angoulême	Charles_de_Valois,_duc_d’Angoulême	Шарль_де_Валуа_(герцог_Ангулемский)
	Altmarkt_(Dresden)	
List_of_Alarm_für_Cobra_11_–_Die_Autobahnpolizei_episodes	Alarm_für_Cobra_11_–_Die_Autobahnpolizei/Episodenliste	
	Football_League_First_Division_1980/81	
Ethnology	Ethnologie	Этнология
Ezra_Pound	Ezra_Pound	Паунд,_Эзра
	Martin_Meister_I.	
Crazy_Horse	Crazy_Horse	Неистовый_Конь
Category_of_being	Kategorie_(Philosophie)	Категория_(философия)
	Konrad_Adam	
Museum_of_Military_History,_Vienna	Heeresgeschichtliches_Museum	Военно-исторический_музей_(Вена)
Amplitude	Amplitude	Амплитуда
Orli_Znojmo	Orli_Znojmo	Орли_Зноймо
Loneliness	Einsamkeit	Одиночество
Gable	Giebel	Щипец
FIS_Snowboarding_World_Championships_2009	Snowboard-Weltmeisterschaften_2009	Чемпионат_мира_по_сноуборду_2009
Byte	Byte	Байт
Fürstenfeldbruck	Fürstenfeldbruck	Фюрстенфельдбрукк
HC_Karlovy_Vary	HC_Energie_Karlovy_Vary	Энергия_(хоккейный_клуб,_Карловы_Вары)
	Musicaldarsteller	
Hanover,_New_Hampshire	Hanover_(New_Hampshire)	Хановер_(Нью-Гэмпшир)
Lägerdorf	Lägerdorf	Легердорф
Felidae	Katzen	Кошачьи
Broadcast_(band)	Broadcast_(Band)	
Clinic	Ambulanz	Амбулатория
Cuba_national_basketball_team	Kubanische_Basketballnationalmannschaft	
1902	1902	1902_год
Administrator_(of_ecclesiastical_property)	Administrator_(katholische_Kirche)	
Witten	Witten	Виттен
Týn_nad_Vltavou	Týn_nad_Vltavou	Тин-над-Влтавоу
Longinus	Longinus	Лонгин_Сотник
10,000_metres	10.000-Meter-Lauf	Бег_на_10_000_метров
South_Pacific_(musical)	South_Pacific	Юг_Тихого_океана
Ethel_Afamado	Ethel_Afamado	
	Griffel_(Botanik)	
	FC_Brünninghausen	
ČSD_Class_M_290.0	ČSD_M_290.001_und_002	
Doom_(1993_video_game)	Doom_(1993)	Doom_(игра,_1993)
	Arma-Christi-Kreuz	
Stuttgart	Stuttgart	Штутгарт
Ordre_des_Palmes_Académiques	Ordre_des_Palmes_Académiques	Орден_Академических_пальм
May_13	13._Mai	13_мая
Windows_Vista	Microsoft_Windows_Vista	Windows_Vista
Hinsdale,_Illinois	Hinsdale_(Illinois)	
Lubusz_Land	Land_Lebus	Любушская_земля
Beat_(acoustics)	Schwebung	Биения
The_Twilight_Zone_(1959_TV_series)	Twilight_Zone	Сумеречная_зона_(телесериал,_1959)
Working_paper	Diskussionspapier	
Switzerland	Schweiz	Швейцария
Michael_Powell	Michael_Powell	Пауэлл,_Майкл
Drupe	Steinfrucht	Костянка
Riders_Tour	Riders_Tour	
Massachusetts_Department_of_Transportation	Massachusetts_Department_of_Transportation	
Marcus_Stone	Marcus_Stone	
Festival	Festival	Фестиваль
HTC_One_(M8)	HTC_One_(M8)	
Deputy_mayor	Vizebürgermeister	
Cristian_Mungiu	Cristian_Mungiu	Мунджиу,_Кристиан
Boston_College	Boston_College	Бостонский_колледж
Nineteen_Eighty-Four_(1984_film)	1984_(1984)	1984_(фильм,_1984)
Communist_Party_of_Germany	Kommunistische_Partei_Deutschlands	Коммунистическая_партия_Германии
	Kreisreform_Thüringen_1994	
	Remscheider_Bergland_i.e.S.	
	Oberhaide	
Inner_Hebrides	Innere_Hebriden	Внутренние_Гебридские_острова
Basketball_Bundesliga	Basketball-Bundesliga	Чемпионат_Германии_по_баскетболу
Ferdinand_Magellan	Ferdinand_Magellan	Магеллан,_Фернан
	Kreisamt_Leipzig	
Jay_Thomson	Jay_Robert_Thomson	Томсон,_Джей_Роберт
Georgia_(country)	Georgien	Грузия
The_Hole_(2009_film)	The_Hole_–_Wovor_hast_Du_Angst?	Врата_(фильм,_2009)
Laugiidae	Laugiidae	
Master's_degree	Master	Магистр
Victoria_(Australia)	Victoria_(Australien)	Виктория_(Австралия)
	Town_(Vereinigte_Staaten)	
FC_Barcelona	FC_Barcelona	Барселона_(футбольный_клуб)
Tour_of_Belgium	Belgien-Rundfahrt	Тур_Бельгии
Harvard_University	Harvard_University	Гарвардский_университет
Scotland	Schottland	Шотландия
Ur	Ur_(Stadt)	Ур
Sorus	Sorus	Сорус
Frequency_modulation	Frequenzmodulation	Частотная_модуляция
	-ow	
Gallo-Roman_culture	Gallorömische_Kultur	Галло-римляне
Province_of_Campobasso	Provinz_Campobasso	Кампобассо_(провинция)
MUD	Multi_User_Dungeon	Многопользовательский_мир
Watt	Watt_(Einheit)	Ватт
Saint_Paul's_Abbey,_Lavanttal	Stift_St._Paul_im_Lavanttal	
Fan_(person)	Fan	Фанат
SOKO_Kitzbühel	SOKO_Kitzbühel	
3rd_unofficial_Chess_Olympiad	Schach-Olympia_1936	Неофициальная_шахматная_олимпиада_1936
Women's_suffrage	Frauenwahlrecht	Женское_избирательное_право
Hailar_District	Hailar	Хайлар_(район)
William_Enyart	William_Enyart	
	Fritz_Steudtner	
Suifenhe	Suifenhe	Суйфыньхэ
Erwin_Geschonneck	Erwin_Geschonneck	Гешоннек,_Эрвин
	Großbraunshain	
Spiraeoideae	Spiraeoideae	
	Reichsherrschaft_Bonndorf	
Saint-Roch,_Paris	St-Roch	
Lady_Charlotte_Finch	Charlotte_Finch	Финч,_Шарлотта
Trinity_Church_(Manhattan)	Trinity_Church_(New_York_City)	Церковь_Троицы_(Нью-Йорк)
Burgtheater	Burgtheater	Бургтеатр
Washington_and_Lee_University	Washington_and_Lee_University	Университет_Вашингтона_и_Ли
Schwalm_(Eder)	Schwalm_(Eder)	Швальм_(приток_Эдера)
Composer	Komponist	Композитор
Íþróttabandalag_Akraness	ÍA_Akranes	Акранес_(футбольный_клуб)
Explosion_crater	Explosionskrater	Взрывная_воронка
Le_Mans	Le_Mans	Ле-Ман
Lochnagar	Lochnagar	
Vogelsberg_Railway	Vogelsbergbahn	
John_Muir	John_Muir	Мьюр,_Джон_(натуралист)
United_States_House_Committee_on_Ways_and_Means	Committee_on_Ways_and_Means	
John_Newman_(singer)	John_Newman_(Sänger)	Ньюмен,_Джон_(певец)
Dead_in_3_Days	In_3_Tagen_bist_du_tot	
	Gymnasium_Theodorianum	
Sydney_Chaplin_(American_actor)	Sydney_Chaplin_(Schauspieler,_1926)	Чаплин,_Сидней_Эрл
Cabinet_Kraft_I	Kabinett_Kraft_I	
Akhisar_Belediyespor	Akhisarspor	Акхисар_Беледиеспор
Sliding_window_protocol	Sliding_Window	
	Technisches_Kolleg_Kaunas	
Dream_pop	Dream_Pop	Дрим-поп
Flight_feather	Handschwinge	Маховые_перья
Dicotyledon	Zweikeimblättrige	Двудольные
Bundesautobahn_4	Bundesautobahn_4	
Saraswati	Sarasvati	Сарасвати
Jump_the_Gun_(band)	Jump_the_Gun	Jump_the_Gun
Civil_engineering	Bauingenieurwesen	Гражданское_строительство
China_National_Highway_310	Nationalstraße_310_(China)	Годао_310
	Heidekrautbahn	
United_States_Department_of_Agriculture	Landwirtschaftsministerium_der_Vereinigten_Staaten	Министерство_сельского_хозяйства_США
Engineering	Ingenieurwissenschaften	Инженерное_дело
Latin_Patriarchate_of_Jerusalem	Lateinisches_Patriarchat_von_Jerusalem	Патриарх_Иерусалима_(латинский_обряд)
Kranenburg,_North_Rhine-Westphalia	Kranenburg_(Niederrhein)	Краненбург_(Нижний_Рейн)
Berlin–Szczecin_railway	Bahnstrecke_Berlin–Szczecin	
C4_carbon_fixation	C4-Pflanze	C4-фотосинтез
China_National_Highway_226	Nationalstraße_226_(China)	
1908	1908	1908_год
Goalkeeper	Torwart	Вратарь
New_York_Giants	New_York_Giants	Нью-Йорк_Джайентс
Middle_America_(Americas)	Mittelamerika	
County_Limerick	County_Limerick	Лимерик_(графство)
	Konvikt	
Metallurgy	Metallurgie	Металлургия
Christina_Applegate	Christina_Applegate	Эпплгейт,_Кристина
Canoe_slalom	Kanuslalom	Гребной_слалом
Krempe	Krempe_(Steinburg)	Кремпе_(Штайнбург)
CD_Alcoyano	CD_Alcoyano	Алькояно
Tijuana	Tijuana	Тихуана
Democratic_Republic_of_the_Congo	Demokratische_Republik_Kongo	Демократическая_Республика_Конго
January_21	21._Januar	21_января
Elizabeth_II	Elisabeth_II.	Елизавета_II
Pope_Anastasius_II	Anastasius_II.	Анастасий_II_(папа_римский)
Prague	Prag	Прага
University_of_the_Republic_(Uruguay)	Universidad_de_la_República	Республиканский_университет_(Уругвай)
Schweizer_Fernsehen	Schweizer_Fernsehen	
Leisnig	Leisnig	Лайсниг
Sabrina_Schmutzler	Sabrina_Schmutzler	
September_7	7._September	7_сентября
B.o.B.	B.o.B	B.o.B
Émile_Durkheim	Émile_Durkheim	Дюркгейм,_Эмиль
	Lilly_Schönauer	
Yanchi_County	Yanchi	Яньчи
1859	1859	1859_год
Order_of_Merit_of_the_Federal_Republic_of_Germany	Verdienstorden_der_Bundesrepublik_Deutschland	Орден_«За_заслуги_перед_Федеративной_Республикой_Германия»
West_Indies	Westindische_Inseln	Вест-Индия
Frances_Power_Cobbe	Frances_Power_Cobbe	Кобб,_Фрэнсис_Пауэр
	Elektrizitäts-AG_vormals_W._Lahmeyer_&_Co.	
Play_(theatre)	Bühnenwerk	Пьеса
Superman_(1941_film)	Superman_(1941)	
Tunbridge,_Vermont	Tunbridge_(Vermont)	
Gangca_County	Gangca	Гангца
Indigenous_(ecology)	Autochthone_Art	
	Bergrücken	
Brackenheim	Brackenheim	Бракенхайм
The_Clearing_(film)	Anatomie_einer_Entführung	Расчёт_(фильм)
Tunisia	Tunesien	Тунис
Not_Giving_In	Not_Giving_In	Not_Giving_In
Panicle	Rispe	Метёлка
Luis_Née	Luis_Née	
RWE	RWE	RWE
	Roschtschino_(Kaliningrad,_Gwardeisk)	
BSC_Young_Boys	BSC_Young_Boys	Янг_Бойз
Record_producer	Musikproduzent	Музыкальный_продюсер
	Tagebau_Phönix	
Fireplace	Kamin	Камин
	Kulturspiegel	
Florence_Charterhouse	Certosa_San_Lorenzo_di_Galluzzo	
Mars_(mythology)	Mars_(Mythologie)	Марс_(мифология)
Lake	See	Озеро
Phyllotaxis	Phyllotaxis	
Soviet_Army	Sowjetarmee	Советская_армия
Liesegang_rings	Liesegangsche_Ringe	Кольца_Лизеганга
Prince_Friedrich_of_Saxe-Meiningen	Friedrich_von_Sachsen-Meiningen	Фридрих_Саксен-Мейнингенский
Coppa_Italia_(ice_hockey)	Coppa_Italia_(Eishockey)	
	Zechau	
Reutlingen	Reutlingen	Ройтлинген
	Münster-Meinhövel	
Exeter	Exeter	Эксетер
Masonic_lodge	Freimaurerloge	Масонская_ложа
Massiel	Massiel	Массиель
International_Olympic_Committee	Internationales_Olympisches_Komitee	Международный_олимпийский_комитет
Islay	Islay	Айлей
1996_United_States_House_of_Representatives_elections	Wahl_zum_Repräsentantenhaus_der_Vereinigten_Staaten_1996	
Harbin	Harbin	Харбин
Europa-Park	Europa-Park	Европа-парк
Hinduism	Hinduismus	Индуизм
2006_FIFA_World_Cup	Fußball-Weltmeisterschaft_2006	Чемпионат_мира_по_футболу_2006
Professional_sports	Profisport	Профессиональный_спорт
1986_FIFA_World_Cup	Fußball-Weltmeisterschaft_1986	Чемпионат_мира_по_футболу_1986
	Amtsgericht_Meuselwitz	
	Kabarett_aus_Franken	
The_Martinez_Brothers	The_Martinez_Brothers	
Annecy	Annecy	Анси
Ariola_Records	Ariola	Ariola_Records
	Loch_Allallaidh	
	Energiekosten	
1982	1982	1982_год
Great_Expectations	Große_Erwartungen_(Roman)	Большие_надежды
Person_of_Interest_(TV_series)	Person_of_Interest	В_поле_зрения
Bert_Kaempfert	Bert_Kaempfert	Кемпферт,_Берт
Temple_University	Temple_University	Университет_Темпл
Geology	Geologie	Геология
	Amt_Zwickau	
Bass_Cannon	Bass_Cannon	
1944	1944	1944_год
Bethel,_Vermont	Bethel_(Vermont)	
Mexico	Mexiko	Мексика
Home_Ministry	Naimu-shō	Министерство_внутренних_дел_Японии
Billboard_Hot_100	Billboard_Hot_100	Billboard_Hot_100
Actor	Schauspieler	Актёр
Twitter	Twitter	Твиттер
Jason_Newsted	Jason_Newsted	Ньюстед,_Джейсон
Richard_Norman_Shaw	Richard_Norman_Shaw	
Muscular_system	Muskulatur	Мышечная_система
Lauterbach,_Hesse	Lauterbach_(Hessen)	Лаутербах_(город)
Čadca_District	Okres_Čadca	Чадца_(район)
	Steponas_Rusteika	
	Prehna	
1959	1959	1959_год
Basketball	Basketball	Баскетбол
Gary_Williams_(footballer,_born_1960)	Gary_Williams_(Fußballspieler)	
Bogotá	Bogotá	Богота
Mary,_mother_of_Jesus	Maria_(Mutter_Jesu)	Богородица
	Roter_Bock	
Communication_studies	Kommunikationswissenschaft	
Ripuarian_Franks	Rheinfranken	Рипуарские_франки
	Ich_und_meine_Schwiegersöhne	
Buenos_Aires_Province	Provinz_Buenos_Aires	Буэнос-Айрес_(провинция)
Muslims	Muslim	Мусульманин
Jamea_Jackson	Jamea_Jackson	Джексон,_Джамея
Czech_Republic	Tschechien	Чехия
Royal_Society_of_Edinburgh	Royal_Society_of_Edinburgh	Эдинбургское_королевское_общество
Woosung_Township,_Ogle_County,_Illinois	Woosung_Township	
Nursing	Gesundheits-_und_Krankenpflege	Сестринское_дело
Pulmonology	Pneumologie	Пульмонология
Jinzhou	Jinzhou	Цзиньчжоу
Hablot_Knight_Browne	Hablot_Knight_Browne	Браун,_Хэблот_Найт
Carola_Standertskjöld	Carola_Standertskjöld	
China_National_Highway_302	Nationalstraße_302_(China)	Годао_302
	Chorleitung	
June_26	26._Juni	26_июня
Pep_Guardiola	Pep_Guardiola	Гвардиола,_Пеп
St._Angela	St._Angela	
	Kanton_Saint-Amand-les-Eaux-Rive_droite	Сент-Аман-лез-О-Правый_берег
Code_Noir	Code_Noir	Чёрный_кодекс
The_Pajama_Game	The_Pajama_Game	Пижамная_игра
Ulm	Ulm	Ульм
Paganism	Heidentum	Язычество
Neolithic	Jungsteinzeit	Неолит
	Fritz_Alexander_Kauffmann	
Reggio_Calabria	Reggio_Calabria	Реджо-ди-Калабрия
Chrysler_300_letter_series	Chrysler_300_letter_series	
Lebbeus_Egerton	Lebbeus_Egerton	
Alzheimer's_disease	Alzheimer-Krankheit	Болезнь_Альцгеймера
Philippines_Davis_Cup_team	Philippinische_Davis-Cup-Mannschaft	
Germania_Inferior	Germania_inferior	Нижняя_Германия_(римская_провинция)
	Landtagswahlkreis_Köln_IV	
Piccolo	Piccoloflöte	Флейта-пикколо
Stepas_Butautas	Stepas_Butautas	Бутаутас,_Стяпас_Мечиславович
Newburyport,_Massachusetts	Newburyport	Ньюберипорт
Nürnberger_Land	Landkreis_Nürnberger_Land	Нюрнбергер-Ланд
Spamming	Spam	Спам
Frankfurt_(Main)_Hauptbahnhof	Frankfurt_(Main)_Hauptbahnhof	
Franz_Skarbina	Franz_Skarbina	Скарбина,_Франц
Großpösna	Großpösna	Гросспёзна
	Johann_Christoph_Knöffel	
Helmut_Brandt_(musician)	Helmut_Brandt_(Musiker)	
Lahn	Lahn	Лан_(река)
Anschluss	Anschluss_Österreichs	Аншлюс
Magister_degree	Magister	
Radiation_protection	Strahlenschutz	Радиационная_защита
Dingbian_County	Dingbian	Динбянь
Biotope	Biotop	Биотоп
	Die_Mondvögel	
Godegisel	Godegisel	Годегизель
City_of_David	Davidsstadt	Город_Давида
Blood_donation	Blutspende	Донорство_крови
	Großlage_Petersberg_(Siebengebirge)	
	Herzog-Georg-Straße_86_(Lauingen)	
Upper_Silesia	Oberschlesien	Верхняя_Силезия
	James_M._Roe	Роу,_Джеймс
	Rostislav_Čada	Чада,_Ростислав
The_Lords_of_Discipline_(film)	Verflucht_sei,_was_stark_macht	
	Storndorf	
	Bundesstraße_167	
Tectonics	Tektonik	Тектоника
Mechanical_engineering	Maschinenbau	Машиностроение
Vilnius_Gediminas_Technical_University	Technische_Gediminas-Universität_Vilnius	Вильнюсский_технический_университет_Гедимина
American_Conservatory_Theater	American_Conservatory_Theater	
	TuS_Heven	
Ælle_of_Sussex	Ælle_(Sussex)	Элла_(король_Суссекса)
Sacristy	Sakristei	Ризница
Saint_Blaise_Abbey,_Black_Forest	Kloster_St._Blasien_(Schwarzwald)	Аббатство_Святого_Власия
6665_Kagawa	(6665)_Kagawa	
	Bundesrechtsanwaltskammer	
1571	1571	1571_год
	Hüffen_(Wipperfürth)	
Tracery	Maßwerk	Масверк
Gera	Gera	Гера_(Тюрингия)
Stipule	Nebenblatt	Прилистники
	Leherennus	
Xinhe_County,_Hebei	Xinhe_(Xingtai)	Синьхэ
Self-employment	Selbständigkeit_(beruflich)	Самозанятость
32X	Sega_32X	Sega_32X
Turtle	Schildkröten	Черепахи
André_Gide	André_Gide	Жид,_Андре
Portsmouth	Portsmouth	Портсмут
	Helmut_Birkhan	
Herbaceous_plant	Krautige_Pflanze	Травянистые_растения
Basilica	Basilika_(Bautyp)	Базилика
1,3-Dipolar_cycloaddition	1,3-Dipolare_Cycloaddition	
	Rudolf_Kalmar_junior	
West_African_Vodun	Voodoo	Вуду
Gone_Dark	Gone_Dark	
D3_motorway_(Czech_Republic)	Dálnice_3	Автомагистраль_D3_(Чехия)
Philippines	Philippinen	Филиппины
	Altstadt_(Meißen)	
Oderbruch	Oderbruch	
Conservation_International	Conservation_International	Международное_общество_сохранения_природы
Further_Austria	Vorderösterreich	Передняя_Австрия
Tetsuo_Kagawa	Tetsuo_Kagawa	Кагава,_Тэцуо
Snowboarding_at_the_2014_Winter_Olympics	Olympische_Winterspiele_2014/Snowboard	Сноуборд_на_зимних_Олимпийских_играх_2014
House_of_Seckendorff	Seckendorff_(Adelsgeschlecht)	
Anne-Sophie_Mutter	Anne-Sophie_Mutter	Муттер,_Анне-Софи
	Marienstift_(Aachen)	
Liberal_and_Centre_Union	Liberalų_ir_centro_sąjunga	Союз_либералов_и_центра
1985–86_League_of_Ireland_Premier_Division	League_of_Ireland_1985/86	Чемпионат_Ирландии_по_футболу_1985/1986
Heinrich_Christian_Schumacher	Heinrich_Christian_Schumacher	Шумахер,_Генрих_Христиан
Gottfried_Semper	Gottfried_Semper	Земпер,_Готфрид
Honorary_citizenship	Ehrenbürger	Почётное_гражданство
Princess_Royal	Princess_Royal	Королевская_принцесса
Jason_Adasiewicz	Jason_Adasiewicz	
	Primanerinnen	
Art_Deco	Art_déco	Ар-деко
National_Football_League	National_Football_League	Национальная_футбольная_лига
Governor	Gouverneur	Губернатор
	Deutsches_Spring-_und_Dressurderby	
MS-DOS	MS-DOS	MS-DOS
	Glas_Bheinn	
Radio_France	Radio_France	Радио_Франции
